filename,noise_type
5209.png,Other noise
1342.png,Other noise
4506.png,Other noise
2516.png,Other noise
4885.png,Other noise
4475.png,Poisson noise
2022.png,Other noise
3441.png,Other noise
2261.png,Other noise
4202.png,Other noise
5809.png,Other noise
3754.png,Other noise
670.png,Other noise
2459.png,Other noise
1451.png,Other noise
5204.png,Other noise
5064.png,Other noise
393.png,Other noise
4145.png,Other noise
1516.png,Other noise
2165.png,Other noise
3660.png,Poisson noise
5810.png,Other noise
17.png,Other noise
4980.png,Other noise
5022.png,Other noise
5616.png,Other noise
5030.png,Other noise
4107.png,Other noise
4709.png,Other noise
53.png,Poisson noise
3024.png,Other noise
2977.png,Other noise
4137.png,Other noise
3769.png,Other noise
2515.png,Other noise
266.png,Other noise
5520.png,Other noise
5791.png,Other noise
5004.png,Other noise
4173.png,Other noise
2325.png,Other noise
486.png,Other noise
657.png,Other noise
4926.png,Other noise
196.png,Other noise
4815.png,Other noise
5873.png,Other noise
2038.png,Other noise
626.png,Other noise
2724.png,Other noise
4546.png,Other noise
4579.png,Other noise
5483.png,Other noise
4069.png,Other noise
3413.png,Other noise
877.png,Other noise
5344.png,Other noise
2778.png,Other noise
5180.png,Other noise
5339.png,Other noise
1400.png,Other noise
3412.png,Other noise
571.png,Other noise
3640.png,Other noise
3578.png,Other noise
1191.png,Other noise
4882.png,Other noise
2350.png,Other noise
1926.png,Other noise
1536.png,Other noise
1617.png,Other noise
179.png,Other noise
4206.png,Other noise
4035.png,Other noise
4893.png,Other noise
3294.png,Other noise
5837.png,Other noise
2170.png,Other noise
5216.png,Other noise
1310.png,Other noise
2571.png,Other noise
4587.png,Other noise
5690.png,Other noise
2886.png,Other noise
178.png,Other noise
4132.png,Other noise
2447.png,Other noise
4794.png,Other noise
5879.png,Other noise
5882.png,Other noise
4272.png,Poisson noise
1186.png,Other noise
160.png,Other noise
671.png,Other noise
1245.png,Other noise
1618.png,Other noise
3533.png,Other noise
3608.png,Other noise
4665.png,Other noise
3962.png,Other noise
5825.png,Other noise
3698.png,Other noise
5965.png,Other noise
3360.png,Other noise
2306.png,Other noise
2421.png,Other noise
2729.png,Other noise
2047.png,Other noise
3955.png,Other noise
2470.png,Other noise
4692.png,Other noise
4698.png,Other noise
1387.png,Other noise
5402.png,Other noise
140.png,Other noise
1949.png,Other noise
2846.png,Other noise
5354.png,Other noise
5548.png,Other noise
2578.png,Other noise
620.png,Poisson noise
1377.png,Other noise
636.png,Other noise
1140.png,Other noise
736.png,Other noise
4117.png,Other noise
904.png,Other noise
5795.png,Other noise
2665.png,Other noise
1985.png,Other noise
4870.png,Other noise
4086.png,Other noise
3703.png,Other noise
3856.png,Other noise
854.png,Other noise
4490.png,Other noise
3320.png,Other noise
1427.png,Other noise
5428.png,Other noise
2374.png,Other noise
3648.png,Other noise
1059.png,Other noise
2274.png,Other noise
3607.png,Other noise
52.png,Poisson noise
5866.png,Other noise
2760.png,Other noise
1731.png,Poisson noise
3099.png,Other noise
5458.png,Other noise
4156.png,Other noise
4973.png,Other noise
3808.png,Other noise
2705.png,Other noise
4480.png,Other noise
793.png,Other noise
3219.png,Other noise
1116.png,Other noise
5.png,Other noise
139.png,Other noise
3076.png,Other noise
1304.png,Other noise
5646.png,Other noise
3686.png,Other noise
4019.png,Other noise
3667.png,Other noise
1517.png,Other noise
3848.png,Other noise
5416.png,Other noise
2650.png,Other noise
1475.png,Other noise
3811.png,Other noise
2924.png,Other noise
2574.png,Other noise
3.png,Other noise
4928.png,Poisson noise
3094.png,Other noise
2913.png,Other noise
828.png,Other noise
4367.png,Other noise
4751.png,Poisson noise
5431.png,Other noise
3131.png,Other noise
172.png,Poisson noise
2826.png,Other noise
5074.png,Other noise
3327.png,Other noise
64.png,Other noise
2914.png,Other noise
5272.png,Other noise
1829.png,Other noise
5194.png,Other noise
950.png,Other noise
841.png,Other noise
2749.png,Other noise
4565.png,Other noise
985.png,Other noise
1011.png,Other noise
1061.png,Other noise
5220.png,Other noise
801.png,Other noise
5876.png,Other noise
4720.png,Other noise
4521.png,Other noise
406.png,Other noise
719.png,Other noise
4836.png,Other noise
2294.png,Other noise
3418.png,Other noise
347.png,Other noise
4971.png,Other noise
1790.png,Other noise
5604.png,Other noise
2309.png,Other noise
5586.png,Other noise
4014.png,Other noise
1767.png,Other noise
1308.png,Other noise
1456.png,Other noise
5301.png,Other noise
5754.png,Other noise
955.png,Other noise
2946.png,Other noise
2482.png,Other noise
1094.png,Other noise
5833.png,Other noise
5366.png,Other noise
1159.png,Other noise
5778.png,Other noise
4059.png,Other noise
5438.png,Other noise
3127.png,Other noise
3820.png,Other noise
3678.png,Other noise
2602.png,Other noise
5709.png,Other noise
665.png,Other noise
4560.png,Other noise
355.png,Other noise
16.png,Other noise
1028.png,Other noise
1651.png,Other noise
4004.png,Other noise
3774.png,Other noise
4636.png,Other noise
4469.png,Other noise
2535.png,Other noise
1496.png,Other noise
1428.png,Other noise
3654.png,Poisson noise
438.png,Other noise
3744.png,Other noise
430.png,Poisson noise
5606.png,Other noise
1736.png,Other noise
4655.png,Other noise
2334.png,Other noise
2296.png,Other noise
4781.png,Other noise
2135.png,Other noise
3747.png,Other noise
800.png,Other noise
1890.png,Other noise
2084.png,Other noise
2936.png,Other noise
5141.png,Other noise
4207.png,Other noise
5242.png,Poisson noise
5215.png,Other noise
4405.png,Other noise
2876.png,Other noise
1544.png,Other noise
545.png,Other noise
1244.png,Other noise
409.png,Other noise
5980.png,Other noise
4942.png,Other noise
5623.png,Other noise
5412.png,Other noise
3467.png,Other noise
3306.png,Other noise
4499.png,Other noise
3149.png,Other noise
967.png,Other noise
850.png,Other noise
4016.png,Other noise
2330.png,Other noise
4625.png,Other noise
925.png,Other noise
3946.png,Other noise
2284.png,Other noise
4300.png,Other noise
2008.png,Other noise
5824.png,Other noise
3813.png,Poisson noise
5519.png,Other noise
5759.png,Other noise
3410.png,Other noise
5527.png,Other noise
3163.png,Other noise
1741.png,Other noise
2445.png,Other noise
5589.png,Other noise
4883.png,Other noise
4251.png,Other noise
725.png,Other noise
5652.png,Other noise
5862.png,Other noise
328.png,Other noise
5066.png,Other noise
4058.png,Other noise
4385.png,Other noise
423.png,Other noise
3059.png,Other noise
643.png,Other noise
4034.png,Other noise
1642.png,Other noise
5236.png,Other noise
5857.png,Other noise
4235.png,Other noise
2987.png,Other noise
5150.png,Other noise
4974.png,Other noise
1774.png,Poisson noise
1450.png,Other noise
3825.png,Other noise
1127.png,Other noise
4053.png,Other noise
2001.png,Other noise
2417.png,Other noise
1099.png,Other noise
3248.png,Other noise
4083.png,Other noise
804.png,Other noise
3606.png,Other noise
461.png,Other noise
375.png,Other noise
3332.png,Other noise
760.png,Poisson noise
5880.png,Other noise
203.png,Other noise
4921.png,Other noise
2770.png,Other noise
4422.png,Other noise
3151.png,Other noise
5633.png,Other noise
8.png,Other noise
489.png,Other noise
4220.png,Other noise
2890.png,Other noise
5906.png,Other noise
2272.png,Other noise
5785.png,Other noise
2286.png,Poisson noise
2262.png,Other noise
5576.png,Other noise
3673.png,Other noise
2343.png,Other noise
2224.png,Other noise
1596.png,Other noise
2738.png,Other noise
2415.png,Poisson noise
1699.png,Poisson noise
4767.png,Other noise
2119.png,Other noise
45.png,Other noise
4605.png,Other noise
1466.png,Other noise
2502.png,Other noise
4981.png,Other noise
3600.png,Other noise
4433.png,Other noise
3620.png,Other noise
1975.png,Other noise
5521.png,Other noise
382.png,Other noise
24.png,Other noise
1434.png,Other noise
2400.png,Other noise
2014.png,Other noise
2871.png,Other noise
3740.png,Poisson noise
3865.png,Other noise
4933.png,Other noise
1432.png,Other noise
4664.png,Other noise
5807.png,Other noise
5991.png,Other noise
2889.png,Other noise
548.png,Other noise
3957.png,Other noise
1263.png,Other noise
2850.png,Other noise
4825.png,Other noise
5676.png,Other noise
5423.png,Other noise
4399.png,Other noise
1757.png,Other noise
3196.png,Other noise
444.png,Other noise
3947.png,Other noise
4523.png,Other noise
3579.png,Other noise
2847.png,Other noise
1066.png,Other noise
941.png,Other noise
1316.png,Other noise
2735.png,Other noise
3473.png,Other noise
1724.png,Other noise
373.png,Other noise
4785.png,Other noise
2248.png,Other noise
5419.png,Other noise
1951.png,Other noise
2838.png,Other noise
4519.png,Other noise
5374.png,Other noise
922.png,Other noise
4756.png,Other noise
2814.png,Other noise
2137.png,Other noise
1570.png,Other noise
3109.png,Other noise
32.png,Other noise
3653.png,Poisson noise
802.png,Other noise
88.png,Poisson noise
5327.png,Other noise
463.png,Other noise
986.png,Other noise
5642.png,Other noise
3155.png,Other noise
2077.png,Other noise
3256.png,Other noise
5919.png,Other noise
3647.png,Other noise
649.png,Other noise
4609.png,Other noise
624.png,Other noise
3428.png,Other noise
5499.png,Other noise
283.png,Other noise
2440.png,Other noise
274.png,Other noise
4807.png,Other noise
4780.png,Other noise
115.png,Other noise
1362.png,Other noise
5930.png,Other noise
2310.png,Other noise
1422.png,Other noise
5415.png,Other noise
1849.png,Other noise
3664.png,Poisson noise
2579.png,Other noise
1273.png,Other noise
749.png,Other noise
5169.png,Other noise
3007.png,Other noise
5836.png,Other noise
5742.png,Other noise
3883.png,Other noise
249.png,Other noise
1811.png,Other noise
1040.png,Other noise
2825.png,Other noise
3487.png,Other noise
2966.png,Other noise
4151.png,Other noise
2624.png,Other noise
2259.png,Other noise
3818.png,Other noise
1841.png,Other noise
128.png,Other noise
4346.png,Other noise
4611.png,Other noise
3791.png,Other noise
3786.png,Other noise
3240.png,Other noise
668.png,Other noise
3285.png,Other noise
158.png,Other noise
3800.png,Other noise
5886.png,Other noise
2494.png,Other noise
4547.png,Other noise
4240.png,Other noise
3197.png,Other noise
4894.png,Poisson noise
2070.png,Poisson noise
5935.png,Other noise
5212.png,Poisson noise
1086.png,Other noise
583.png,Other noise
1986.png,Other noise
1715.png,Other noise
5005.png,Other noise
5647.png,Other noise
4201.png,Other noise
2303.png,Other noise
3545.png,Other noise
710.png,Other noise
2730.png,Other noise
5097.png,Other noise
4114.png,Other noise
1592.png,Other noise
2896.png,Other noise
2940.png,Other noise
1386.png,Other noise
3329.png,Other noise
807.png,Other noise
4323.png,Other noise
4983.png,Other noise
1431.png,Other noise
5556.png,Other noise
2768.png,Other noise
2438.png,Other noise
3682.png,Poisson noise
4301.png,Other noise
1359.png,Other noise
4260.png,Other noise
5701.png,Other noise
1760.png,Other noise
2086.png,Other noise
5142.png,Other noise
3292.png,Other noise
6.png,Other noise
4924.png,Other noise
1226.png,Other noise
3325.png,Other noise
5122.png,Other noise
23.png,Other noise
4231.png,Other noise
1810.png,Other noise
2236.png,Other noise
4089.png,Other noise
87.png,Other noise
686.png,Other noise
5765.png,Poisson noise
3128.png,Other noise
3234.png,Other noise
4606.png,Other noise
4746.png,Other noise
1100.png,Other noise
1608.png,Other noise
1603.png,Other noise
3439.png,Other noise
275.png,Other noise
787.png,Other noise
5119.png,Other noise
5615.png,Other noise
987.png,Other noise
3350.png,Other noise
4820.png,Other noise
3871.png,Other noise
4253.png,Other noise
1640.png,Other noise
3819.png,Poisson noise
884.png,Other noise
4263.png,Other noise
3988.png,Poisson noise
3573.png,Other noise
4858.png,Other noise
4690.png,Other noise
2782.png,Other noise
3033.png,Other noise
4872.png,Other noise
2727.png,Other noise
4464.png,Other noise
1899.png,Other noise
1218.png,Other noise
4327.png,Other noise
1234.png,Other noise
1352.png,Other noise
3519.png,Other noise
3529.png,Other noise
1692.png,Other noise
3477.png,Other noise
5526.png,Other noise
2979.png,Other noise
5181.png,Other noise
5966.png,Other noise
5144.png,Other noise
5020.png,Other noise
2387.png,Other noise
4344.png,Other noise
51.png,Other noise
1788.png,Other noise
2681.png,Other noise
4310.png,Other noise
4668.png,Other noise
3958.png,Other noise
3908.png,Other noise
5572.png,Other noise
3911.png,Other noise
2676.png,Other noise
703.png,Other noise
1859.png,Other noise
3636.png,Other noise
3665.png,Poisson noise
5043.png,Other noise
2114.png,Other noise
1194.png,Other noise
4515.png,Other noise
728.png,Other noise
5400.png,Other noise
591.png,Other noise
2752.png,Other noise
400.png,Other noise
101.png,Other noise
606.png,Poisson noise
618.png,Other noise
3084.png,Other noise
1202.png,Other noise
4332.png,Other noise
2596.png,Other noise
1943.png,Other noise
1158.png,Other noise
2891.png,Other noise
1207.png,Other noise
1950.png,Other noise
4264.png,Other noise
2081.png,Other noise
1610.png,Other noise
5299.png,Other noise
536.png,Other noise
3992.png,Other noise
2793.png,Other noise
5902.png,Other noise
3972.png,Other noise
3027.png,Other noise
5850.png,Other noise
1626.png,Other noise
717.png,Other noise
5031.png,Other noise
3145.png,Poisson noise
3490.png,Other noise
1840.png,Other noise
3021.png,Other noise
1198.png,Other noise
4697.png,Other noise
1501.png,Other noise
3456.png,Other noise
3386.png,Other noise
2662.png,Other noise
1425.png,Other noise
5609.png,Other noise
2307.png,Other noise
1133.png,Other noise
1184.png,Other noise
4390.png,Other noise
297.png,Other noise
1864.png,Other noise
4349.png,Other noise
1305.png,Other noise
5230.png,Poisson noise
135.png,Other noise
3401.png,Other noise
794.png,Other noise
4304.png,Other noise
482.png,Poisson noise
1002.png,Other noise
3400.png,Other noise
3725.png,Poisson noise
1685.png,Other noise
797.png,Other noise
2961.png,Other noise
740.png,Other noise
4427.png,Other noise
2460.png,Other noise
1845.png,Other noise
2899.png,Other noise
1069.png,Other noise
5227.png,Other noise
4311.png,Other noise
1472.png,Other noise
3048.png,Other noise
5852.png,Other noise
5278.png,Other noise
5602.png,Other noise
4214.png,Other noise
4775.png,Poisson noise
1016.png,Other noise
1862.png,Other noise
512.png,Other noise
1567.png,Other noise
1429.png,Other noise
123.png,Other noise
5114.png,Other noise
2049.png,Other noise
91.png,Other noise
504.png,Other noise
4387.png,Other noise
3860.png,Other noise
3357.png,Other noise
5179.png,Other noise
4739.png,Other noise
3035.png,Other noise
2418.png,Other noise
5819.png,Other noise
803.png,Other noise
862.png,Other noise
230.png,Other noise
3179.png,Other noise
3067.png,Other noise
3913.png,Other noise
4185.png,Other noise
738.png,Other noise
2291.png,Other noise
3074.png,Other noise
2671.png,Other noise
3642.png,Other noise
2872.png,Other noise
1667.png,Other noise
5333.png,Other noise
3472.png,Other noise
4500.png,Poisson noise
826.png,Other noise
478.png,Other noise
5579.png,Other noise
3821.png,Other noise
2434.png,Other noise
4898.png,Other noise
5325.png,Other noise
2600.png,Other noise
5083.png,Other noise
44.png,Poisson noise
4408.png,Other noise
3741.png,Other noise
3000.png,Other noise
1464.png,Other noise
1547.png,Other noise
2585.png,Other noise
3751.png,Other noise
5041.png,Other noise
5687.png,Other noise
399.png,Other noise
2659.png,Other noise
5459.png,Other noise
3701.png,Other noise
3844.png,Other noise
5292.png,Other noise
1151.png,Other noise
3902.png,Other noise
5958.png,Other noise
2010.png,Other noise
189.png,Poisson noise
2701.png,Other noise
5823.png,Other noise
4169.png,Other noise
4528.png,Other noise
1112.png,Other noise
3156.png,Other noise
1539.png,Other noise
3442.png,Other noise
1462.png,Other noise
1525.png,Other noise
5046.png,Other noise
1021.png,Other noise
3382.png,Other noise
5349.png,Other noise
541.png,Other noise
1174.png,Other noise
3215.png,Other noise
5761.png,Other noise
5712.png,Other noise
601.png,Other noise
2839.png,Other noise
3297.png,Other noise
4212.png,Other noise
5318.png,Other noise
1278.png,Poisson noise
839.png,Other noise
4976.png,Other noise
4460.png,Other noise
4121.png,Other noise
4640.png,Other noise
1652.png,Other noise
3572.png,Other noise
1374.png,Other noise
859.png,Other noise
2903.png,Other noise
1838.png,Other noise
3260.png,Other noise
1065.png,Other noise
3009.png,Other noise
4371.png,Other noise
4559.png,Other noise
2102.png,Other noise
1581.png,Other noise
1806.png,Other noise
3345.png,Other noise
1687.png,Other noise
2781.png,Other noise
4450.png,Other noise
4278.png,Other noise
5942.png,Other noise
4827.png,Other noise
2542.png,Other noise
442.png,Other noise
2118.png,Other noise
2497.png,Other noise
3224.png,Other noise
3135.png,Other noise
5909.png,Other noise
3793.png,Other noise
2115.png,Other noise
1053.png,Other noise
4819.png,Other noise
343.png,Other noise
3516.png,Other noise
3950.png,Other noise
2925.png,Other noise
2363.png,Other noise
909.png,Other noise
1535.png,Other noise
3421.png,Other noise
454.png,Other noise
1052.png,Other noise
4644.png,Other noise
5774.png,Other noise
2221.png,Other noise
3426.png,Other noise
730.png,Other noise
2999.png,Poisson noise
4768.png,Other noise
5861.png,Other noise
3209.png,Other noise
410.png,Other noise
68.png,Other noise
5056.png,Other noise
4658.png,Other noise
5451.png,Other noise
5706.png,Other noise
1636.png,Other noise
2935.png,Poisson noise
4223.png,Other noise
5135.png,Other noise
422.png,Other noise
5382.png,Other noise
4545.png,Other noise
286.png,Other noise
2757.png,Other noise
5806.png,Other noise
4848.png,Other noise
4232.png,Other noise
2439.png,Poisson noise
4982.png,Other noise
4995.png,Other noise
4581.png,Other noise
1303.png,Other noise
1256.png,Other noise
2025.png,Other noise
5821.png,Other noise
1743.png,Other noise
2122.png,Other noise
5104.png,Other noise
5601.png,Poisson noise
3758.png,Other noise
2683.png,Other noise
1474.png,Other noise
1708.png,Other noise
3980.png,Other noise
2329.png,Other noise
964.png,Other noise
5312.png,Other noise
1505.png,Other noise
2689.png,Other noise
2930.png,Other noise
1370.png,Other noise
4428.png,Other noise
4498.png,Poisson noise
885.png,Other noise
4452.png,Other noise
5077.png,Other noise
4013.png,Poisson noise
3699.png,Poisson noise
4645.png,Other noise
5189.png,Other noise
180.png,Other noise
4572.png,Other noise
2848.png,Other noise
3073.png,Other noise
858.png,Other noise
1969.png,Other noise
4369.png,Other noise
1759.png,Other noise
5138.png,Other noise
4374.png,Other noise
5117.png,Other noise
46.png,Poisson noise
5178.png,Other noise
508.png,Other noise
4881.png,Other noise
499.png,Other noise
5401.png,Other noise
5228.png,Other noise
4525.png,Other noise
711.png,Other noise
5956.png,Other noise
3762.png,Other noise
1060.png,Other noise
5010.png,Other noise
5978.png,Other noise
664.png,Other noise
516.png,Other noise
1229.png,Other noise
1237.png,Other noise
4548.png,Other noise
1095.png,Other noise
470.png,Other noise
929.png,Other noise
2703.png,Other noise
3882.png,Other noise
2377.png,Other noise
57.png,Poisson noise
1852.png,Other noise
3454.png,Other noise
3293.png,Other noise
1101.png,Other noise
3414.png,Other noise
1463.png,Other noise
1770.png,Other noise
1937.png,Other noise
2931.png,Other noise
5663.png,Other noise
2888.png,Other noise
1526.png,Other noise
5024.png,Other noise
2366.png,Other noise
1389.png,Other noise
1236.png,Other noise
4195.png,Other noise
2547.png,Other noise
3188.png,Other noise
4321.png,Other noise
1080.png,Other noise
5678.png,Other noise
448.png,Other noise
4096.png,Other noise
3138.png,Other noise
2240.png,Other noise
3111.png,Other noise
1417.png,Other noise
3590.png,Other noise
2245.png,Other noise
4556.png,Other noise
2800.png,Other noise
4458.png,Other noise
4377.png,Other noise
3518.png,Other noise
1921.png,Other noise
3324.png,Other noise
84.png,Other noise
475.png,Other noise
2132.png,Other noise
5937.png,Other noise
1272.png,Poisson noise
2820.png,Other noise
564.png,Other noise
2536.png,Other noise
3019.png,Other noise
5631.png,Other noise
687.png,Other noise
3017.png,Other noise
4989.png,Poisson noise
2907.png,Other noise
1332.png,Other noise
5705.png,Other noise
2798.png,Other noise
5277.png,Other noise
1891.png,Other noise
3963.png,Other noise
1599.png,Other noise
5697.png,Other noise
2260.png,Other noise
1024.png,Other noise
4897.png,Other noise
1042.png,Other noise
2024.png,Poisson noise
3909.png,Other noise
1378.png,Other noise
1363.png,Other noise
15.png,Other noise
2042.png,Other noise
1376.png,Other noise
4937.png,Other noise
3275.png,Other noise
2441.png,Poisson noise
3953.png,Other noise
3927.png,Other noise
4109.png,Other noise
1730.png,Other noise
5753.png,Other noise
210.png,Other noise
2166.png,Other noise
4769.png,Other noise
3119.png,Other noise
4867.png,Other noise
3041.png,Other noise
5796.png,Other noise
2320.png,Other noise
2281.png,Other noise
234.png,Other noise
4772.png,Other noise
358.png,Other noise
4580.png,Other noise
5155.png,Other noise
365.png,Other noise
652.png,Other noise
5424.png,Other noise
5195.png,Other noise
3437.png,Other noise
2721.png,Other noise
4873.png,Other noise
4624.png,Other noise
2994.png,Other noise
3252.png,Other noise
946.png,Other noise
2783.png,Other noise
5315.png,Other noise
3566.png,Other noise
5571.png,Poisson noise
252.png,Other noise
2938.png,Other noise
531.png,Other noise
1397.png,Other noise
3889.png,Other noise
5788.png,Other noise
5932.png,Other noise
2965.png,Other noise
3981.png,Other noise
1978.png,Other noise
2866.png,Other noise
5482.png,Other noise
5504.png,Other noise
5282.png,Other noise
507.png,Other noise
1251.png,Other noise
2187.png,Other noise
1524.png,Other noise
3046.png,Other noise
704.png,Other noise
565.png,Other noise
4457.png,Other noise
3008.png,Other noise
4495.png,Other noise
2465.png,Other noise
3322.png,Other noise
2391.png,Other noise
679.png,Other noise
822.png,Other noise
983.png,Poisson noise
4845.png,Other noise
3876.png,Other noise
523.png,Poisson noise
2780.png,Other noise
2406.png,Other noise
5095.png,Other noise
5346.png,Other noise
5899.png,Other noise
3013.png,Other noise
4267.png,Other noise
4157.png,Other noise
1331.png,Other noise
3643.png,Other noise
3918.png,Other noise
1290.png,Other noise
183.png,Other noise
3938.png,Other noise
2074.png,Other noise
4659.png,Other noise
3919.png,Other noise
1031.png,Other noise
878.png,Other noise
678.png,Other noise
3618.png,Other noise
5699.png,Other noise
3321.png,Other noise
450.png,Other noise
1816.png,Other noise
3479.png,Other noise
893.png,Other noise
1830.png,Other noise
2900.png,Other noise
4317.png,Other noise
4602.png,Other noise
3167.png,Other noise
4102.png,Other noise
30.png,Other noise
4197.png,Other noise
485.png,Other noise
3443.png,Other noise
3961.png,Other noise
408.png,Other noise
631.png,Poisson noise
3604.png,Other noise
2112.png,Other noise
4129.png,Other noise
4224.png,Other noise
4383.png,Other noise
708.png,Other noise
4742.png,Other noise
569.png,Poisson noise
919.png,Other noise
4722.png,Poisson noise
427.png,Other noise
4502.png,Other noise
5737.png,Other noise
4887.png,Other noise
5732.png,Other noise
619.png,Other noise
622.png,Other noise
5728.png,Other noise
3803.png,Poisson noise
537.png,Other noise
3317.png,Other noise
4570.png,Other noise
2754.png,Other noise
429.png,Other noise
5685.png,Other noise
4419.png,Other noise
4407.png,Other noise
5110.png,Other noise
1177.png,Other noise
2352.png,Other noise
4111.png,Other noise
783.png,Other noise
4167.png,Other noise
5843.png,Other noise
3214.png,Other noise
5884.png,Other noise
5348.png,Other noise
5217.png,Other noise
2805.png,Other noise
321.png,Other noise
5313.png,Other noise
1392.png,Other noise
1701.png,Other noise
2128.png,Other noise
5868.png,Other noise
5901.png,Other noise
2431.png,Poisson noise
4752.png,Other noise
4046.png,Other noise
2238.png,Other noise
1983.png,Other noise
2279.png,Other noise
2952.png,Other noise
5811.png,Other noise
3759.png,Other noise
5971.png,Other noise
1491.png,Other noise
4896.png,Poisson noise
60.png,Other noise
5812.png,Other noise
2573.png,Other noise
5546.png,Other noise
4749.png,Other noise
2740.png,Other noise
235.png,Other noise
3555.png,Other noise
3150.png,Other noise
5241.png,Other noise
5704.png,Other noise
4143.png,Other noise
5185.png,Other noise
4318.png,Other noise
975.png,Other noise
1712.png,Other noise
4966.png,Other noise
2068.png,Poisson noise
5617.png,Poisson noise
2157.png,Other noise
1707.png,Poisson noise
2576.png,Other noise
99.png,Other noise
3495.png,Other noise
155.png,Other noise
4549.png,Other noise
765.png,Other noise
1722.png,Other noise
1671.png,Poisson noise
593.png,Other noise
2688.png,Other noise
1416.png,Other noise
5159.png,Other noise
2154.png,Other noise
1935.png,Other noise
5797.png,Other noise
5910.png,Other noise
676.png,Other noise
228.png,Other noise
1141.png,Other noise
2808.png,Other noise
942.png,Other noise
27.png,Other noise
1222.png,Other noise
390.png,Other noise
4119.png,Other noise
3537.png,Other noise
5640.png,Other noise
3892.png,Other noise
237.png,Other noise
2895.png,Other noise
5923.png,Other noise
451.png,Other noise
3328.png,Other noise
3229.png,Other noise
2450.png,Other noise
4356.png,Other noise
4115.png,Other noise
692.png,Other noise
2503.png,Other noise
2468.png,Other noise
1982.png,Other noise
5076.png,Other noise
4718.png,Other noise
5513.png,Other noise
474.png,Poisson noise
2282.png,Other noise
2126.png,Other noise
292.png,Other noise
2615.png,Other noise
421.png,Other noise
4335.png,Other noise
999.png,Other noise
201.png,Other noise
3515.png,Other noise
539.png,Other noise
4474.png,Poisson noise
5804.png,Other noise
519.png,Other noise
845.png,Other noise
1395.png,Other noise
1340.png,Other noise
295.png,Other noise
5654.png,Other noise
2275.png,Other noise
394.png,Other noise
2056.png,Poisson noise
5152.png,Other noise
4940.png,Other noise
1718.png,Other noise
2181.png,Other noise
4922.png,Other noise
4123.png,Other noise
3538.png,Other noise
273.png,Other noise
2251.png,Other noise
4459.png,Other noise
269.png,Other noise
1758.png,Other noise
3204.png,Other noise
4551.png,Other noise
459.png,Other noise
2141.png,Other noise
413.png,Poisson noise
2885.png,Other noise
1058.png,Other noise
1336.png,Other noise
773.png,Other noise
5808.png,Other noise
3626.png,Other noise
5911.png,Other noise
4124.png,Other noise
2214.png,Other noise
3669.png,Other noise
5914.png,Other noise
78.png,Other noise
212.png,Other noise
4912.png,Other noise
3063.png,Other noise
47.png,Poisson noise
2639.png,Other noise
786.png,Other noise
5426.png,Other noise
1942.png,Other noise
3974.png,Other noise
3778.png,Other noise
1797.png,Poisson noise
2357.png,Other noise
2457.png,Other noise
5472.png,Other noise
1210.png,Other noise
4947.png,Poisson noise
207.png,Other noise
3380.png,Other noise
1110.png,Other noise
5581.png,Other noise
1487.png,Other noise
3446.png,Poisson noise
5329.png,Other noise
149.png,Poisson noise
2604.png,Other noise
3470.png,Other noise
5949.png,Other noise
2215.png,Other noise
3081.png,Other noise
1805.png,Other noise
5721.png,Other noise
487.png,Other noise
4727.png,Other noise
1792.png,Poisson noise
2498.png,Other noise
1786.png,Other noise
3120.png,Other noise
3535.png,Other noise
812.png,Other noise
13.png,Other noise
5435.png,Other noise
842.png,Other noise
1691.png,Other noise
2412.png,Other noise
2601.png,Other noise
2917.png,Other noise
3499.png,Other noise
4732.png,Other noise
3158.png,Other noise
4118.png,Other noise
1974.png,Other noise
4939.png,Other noise
2962.png,Other noise
2528.png,Other noise
2018.png,Other noise
4619.png,Other noise
3591.png,Other noise
1571.png,Other noise
4950.png,Other noise
4504.png,Other noise
5794.png,Other noise
3101.png,Other noise
3936.png,Other noise
5798.png,Other noise
5689.png,Other noise
4270.png,Other noise
974.png,Other noise
5782.png,Other noise
5512.png,Other noise
1853.png,Other noise
535.png,Other noise
3394.png,Other noise
2188.png,Other noise
3303.png,Other noise
4834.png,Other noise
3755.png,Other noise
843.png,Other noise
2562.png,Other noise
3522.png,Other noise
5490.png,Other noise
260.png,Other noise
5167.png,Other noise
2527.png,Other noise
2271.png,Other noise
2032.png,Other noise
830.png,Other noise
253.png,Other noise
5353.png,Other noise
3407.png,Other noise
5496.png,Other noise
206.png,Other noise
1034.png,Other noise
1834.png,Other noise
2849.png,Other noise
789.png,Other noise
1894.png,Other noise
3857.png,Other noise
2643.png,Other noise
4128.png,Other noise
3193.png,Other noise
4595.png,Other noise
1365.png,Other noise
557.png,Other noise
5040.png,Other noise
3333.png,Other noise
4472.png,Other noise
4295.png,Other noise
2167.png,Other noise
3676.png,Other noise
1274.png,Other noise
2163.png,Other noise
4411.png,Other noise
5257.png,Other noise
4038.png,Other noise
980.png,Other noise
4693.png,Other noise
1309.png,Other noise
3521.png,Other noise
4368.png,Other noise
1175.png,Other noise
2985.png,Other noise
3253.png,Other noise
3837.png,Poisson noise
4965.png,Other noise
613.png,Other noise
4522.png,Other noise
3286.png,Other noise
5099.png,Other noise
600.png,Poisson noise
5188.png,Other noise
874.png,Other noise
3238.png,Other noise
4024.png,Other noise
2583.png,Other noise
3910.png,Other noise
